2020-10-15 07:47:33,344 277 article, ID: 128137 took 18.711477756500244
2020-10-15 07:48:14,299 278 article, ID: 129046 took 40.954792499542236
2020-10-15 07:48:25,825 279 article, ID: 129084 took 11.525752782821655
2020-10-15 07:48:27,262 280 article, ID: 129356 took 1.4363861083984375
2020-10-15 07:48:36,336 281 article, ID: 129405 took 9.074458837509155
2020-10-15 07:48:49,785 282 article, ID: 130309 took 13.447699785232544
2020-10-15 07:48:57,642 283 article, ID: 130387 took 7.856287002563477
2020-10-15 07:49:27,245 284 article, ID: 130452 took 29.603304386138916
2020-10-15 07:49:49,734 285 article, ID: 130544 took 22.488305807113647
2020-10-15 07:49:51,503 286 article, ID: 130586 took 1.7694387435913086
2020-10-15 07:49:55,280 287 article, ID: 130922 took 3.776538610458374
2020-10-15 07:50:19,702 288 article, ID: 131379 took 24.421921253204346
2020-10-15 07:50:29,155 289 article, ID: 131455 took 9.452311992645264
2020-10-15 07:50:32,947 290 article, ID: 131802 took 3.7917377948760986
2020-10-15 07:50:42,996 291 article, ID: 132052 took 10.049225330352783
2020-10-15 07:51:00,128 292 article, ID: 132583 took 17.131712675094604
2020-10-15 07:51:20,245 293 article, ID: 132755 took 20.116424560546875
2020-10-15 07:51:36,576 294 article, ID: 133195 took 16.331485748291016
2020-10-15 07:51:38,932 295 article, ID: 133311 took 2.3550937175750732
2020-10-15 07:51:56,346 296 article, ID: 133687 took 17.414228200912476
2020-10-15 07:52:05,304 297 article, ID: 134274 took 8.958272218704224
2020-10-15 07:52:14,871 298 article, ID: 134366 took 9.56621789932251
2020-10-15 07:52:29,650 299 article, ID: 134382 took 14.77854871749878
2020-10-15 07:52:59,318 300 article, ID: 134934 took 29.66832399368286
2020-10-15 07:53:18,572 301 article, ID: 135270 took 19.253448724746704
2020-10-15 07:53:38,996 302 article, ID: 135821 took 20.424516201019287
2020-10-15 07:53:41,504 303 article, ID: 136430 took 2.507786989212036
2020-10-15 07:54:10,284 304 article, ID: 136615 took 28.779825925827026
2020-10-15 07:54:14,742 305 article, ID: 137409 took 4.456935167312622
2020-10-15 07:54:16,197 306 article, ID: 137420 took 1.4549052715301514
2020-10-15 07:54:21,706 307 article, ID: 137551 took 5.509334325790405
2020-10-15 07:54:34,052 308 article, ID: 137934 took 12.345647811889648
2020-10-15 07:55:00,709 309 article, ID: 138638 took 26.656432390213013
2020-10-15 07:55:02,301 310 article, ID: 138904 took 1.5925397872924805
2020-10-15 07:55:15,380 311 article, ID: 139266 took 13.078394651412964
2020-10-15 07:55:25,555 312 article, ID: 139271 took 10.175353288650513
2020-10-15 07:55:41,638 313 article, ID: 140592 took 16.082237482070923
2020-10-15 07:55:51,984 314 article, ID: 140996 took 10.346573829650879
2020-10-15 07:55:53,421 315 article, ID: 141037 took 1.435877799987793
2020-10-15 07:56:02,231 316 article, ID: 142115 took 8.810090065002441
2020-10-15 07:56:09,706 317 article, ID: 142298 took 7.475382328033447
2020-10-15 07:56:39,173 318 article, ID: 142984 took 29.466590881347656
2020-10-15 07:56:46,189 319 article, ID: 143364 took 7.016131639480591
2020-10-15 07:56:52,715 320 article, ID: 143417 took 6.525401592254639
2020-10-15 07:56:58,045 321 article, ID: 143650 took 5.329983949661255
2020-10-15 07:57:12,092 322 article, ID: 144879 took 14.047100067138672
2020-10-15 07:57:19,925 323 article, ID: 145368 took 7.830764293670654
2020-10-15 07:57:26,968 324 article, ID: 145610 took 7.042961120605469
2020-10-15 07:57:48,257 325 article, ID: 148587 took 21.28853464126587
2020-10-15 07:58:23,084 326 article, ID: 149021 took 34.82703495025635
2020-10-15 07:58:45,391 327 article, ID: 150630 took 22.306758165359497
2020-10-15 07:58:59,377 328 article, ID: 150908 took 13.986320495605469
2020-10-15 07:59:16,547 329 article, ID: 150918 took 17.169992923736572
2020-10-15 07:59:32,005 330 article, ID: 150921 took 15.457640886306763
2020-10-15 07:59:43,567 331 article, ID: 151595 took 11.561782121658325
2020-10-15 07:59:55,751 332 article, ID: 151956 took 12.1833336353302
2020-10-15 07:59:58,015 333 article, ID: 153100 took 2.2638113498687744
2020-10-15 08:00:00,272 334 article, ID: 153114 took 2.25673770904541
2020-10-15 08:00:02,559 335 article, ID: 155352 took 2.2876927852630615
2020-10-15 08:00:20,960 336 article, ID: 156477 took 18.400553941726685
2020-10-15 08:00:23,889 337 article, ID: 156483 took 2.9287219047546387
2020-10-15 08:00:30,237 338 article, ID: 157052 took 6.348358869552612
2020-10-15 08:00:37,376 339 article, ID: 157776 took 7.137864112854004
2020-10-15 08:00:57,170 340 article, ID: 157864 took 19.794208765029907
2020-10-15 08:01:20,271 341 article, ID: 158148 took 23.10040831565857
2020-10-15 08:01:51,358 342 article, ID: 158514 took 31.08699607849121
2020-10-15 08:02:06,401 343 article, ID: 158677 took 15.042731046676636
2020-10-15 08:02:16,744 344 article, ID: 159277 took 10.34329080581665
2020-10-15 08:02:26,550 345 article, ID: 159528 took 9.805149793624878
2020-10-15 08:02:40,449 346 article, ID: 160142 took 13.899308681488037
2020-10-15 08:03:04,312 347 article, ID: 160299 took 23.862844228744507
2020-10-15 08:03:13,906 348 article, ID: 160572 took 9.593684196472168
2020-10-15 08:03:26,371 349 article, ID: 160647 took 12.465113878250122
2020-10-15 08:03:33,650 350 article, ID: 160912 took 7.278945446014404
